Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Бармен / бариста / чаймен,TEAHIRO,,90.0,,,,Нет опыта,ТК,Полный день,2 раза в месяц,"бонус, чай",Общение с гостями и формирование атмосферы дружелюбия; Приготовление напитков по фирменным рецептурам; Контроль качества и времени выдачи напитков; Контроль за чистотой рабочего места и своевременная уборка; Работа за кассой. Что мы ожидаем: Пунктуальность Умение работать в команде Многозадачность Открытость к общению Готовность к открытиям,https://hh.ru/vacancy/124893887
Бариста в команду открытия,ЗДРАСТЕ,90.0,100.0,,,,От 1 года до 3 лет,ТК,"1/2, 5/2, 3/4",Ежемесячно,"питание, бесплатное питание, форма, обучение, кофе",Эргонимка и распаковка инвентаря для бара. Контроль и лидирование процесса открытия в баре. Предотвращение возникновения возможных конфликтов и регулирование уже...,https://hh.ru/vacancy/125058043
Бариста в кафе-кондитерскую,"Волконский, кондитерская",75.0,,,,,Нет опыта,ТК,"2/2, 3/3",,"питание, бесплатное питание, обучение, кофе","Приготовление кофе, чая и других напитков, а так же подача фирменных десертов Общение с гостями в дружелюбной манере, создание приятной атмосферы Своевременная проверка сроков годности и соблюдение норм хранения продукции Работа с кассовым аппаратом: оформление заказов и прием платежей ; Опыт не обязателен- всему научим. Мы ищем того, кто: -Горит желанием создавать вкусные напитки -Хочет развиваться в кофейном искусстве. Еще немного важного: Мы подберем тебе удобную локацию для работы в нашей сети; Выдадим красивую форму; Организуем бесплатное питание. Мы гарантируем: Сменный график 2/2, 3/3 Официальное трудоустройство в штат; Совокупный доход от 75000 рублей в месяц +чаевые; Корпоративное обучение.",https://hh.ru/vacancy/123701060
"Бариста в кофейню (м. Давыдково, м. Кунцевская)",Кафе Cafeinno,80.0,85.0,3000.0,370.0,12.0,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,кофе,Приготовление кофейных напитков на основе эспрессо. Общение с гостями и поддержание дружелюбной атмосферы в кофейне. Поддержание чистоты и порядка в...,https://hh.ru/vacancy/124981985
Бариста в кофейню (м. Белорусская),rockets.coffee,70.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, бесплатное питание, обучение, кофе","Консультировать гостей в выборе кофейного зерна или другой продукции. Вакансия подходит для <highlighttext>бариста</highlighttext>, <highlighttext>бариста</highlighttext> в сеть кофеен, сотрудник бара, сотрудник...",https://hh.ru/vacancy/124232421
Бариста в кофейню (м. Парк Культуры),rockets.coffee,85.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, форма, обучение, кофе","Консультировать гостей в выборе кофейного зерна или другой продукции. Вакансия подходит для <highlighttext>бариста</highlighttext>, <highlighttext>бариста</highlighttext> в сеть кофеен, сотрудник бара, сотрудник...",https://hh.ru/vacancy/124812160
Бариста,Ачетыре,,,,,,От 1 года до 3 лет,ТК,Полный день,,"кофе, чай","Готовить напитки (кофе, чай, лимонады, смузи). Создавать дружелюбную атмосферу.",https://hh.ru/vacancy/125029196
Бариста в кофейню,Стоцкая Елизавета,4.5,5.0,,,,От 1 года до 3 лет,ТК,Сменный график,,"бонус, кофе","Обслуживание клиентов - Приготовление напитков - Соблюдение чистоты на рабочем месте - Управление оборудованием, соблюдение стандартов и правил работы",https://hh.ru/vacancy/124483020
Бариста,ВкусВилл,70.0,100.0,4800.0,400.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/3",,кофе,"Приготовление и подача кофе, чая, соков по рецептуре кафе. - Консультирование покупателей, работа на кассе. - - Работа с ассортиментом, проведение инвентаризации - - Контроль сроков годности товара и актуальности ценников. - - Выкладка товара и поддержание наполненности витрины. - - Работа с техникой (автоматическая кофемашина, гриль, ледогенератор). - - Поддержание чистоты и порядка в зоне кафе и зоне посадки гостей. - - Знание ассортимента и состава товаров. - Предложение новинок и сопутствующего товара на основе предпочтений покупателя.",https://hh.ru/vacancy/123384388
Бариста в LOOK UP Cafe & Shop,UPSKILL,0.4,0.5,4800.0,400.0,12.0,От 1 года до 3 лет,ТК,3/6,,"питание, обучение, кофе","Приготовление кофе и авторских напитков по стандартам качества и ТТК - Работа на профессиональном оборудовании (Victoria Arduino, Mahlkönig) - Поддержание чистоты рабочего места, оборудования и соблюдение санитарных норм - Работа с кассовым аппаратом iiko и ведение отчетности - Участие в инвентаризациях - Контроль наличия сырья и своевременная подача заявок на пополнение запасов - Взаимодействие с гостями и создание дружелюбной атмосферы - Для старшего бариста дополнительно: контроль работы смены, наставничество, контроль качества напитков",https://hh.ru/vacancy/124120795
Бариста / Чайный мастер в «Московскую Чайную»,ЭДВАЙС,80.9,103.3,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,"форма, кофе, чай","Открытие и закрытие смены, ведение кассовой отчётности, работа с терминалом и пересчёт наличных. • Приготовление напитков: чай, авторские чайные лимонады, кофе на рожковой машине, свежевыжатые соки. • Настройка и обслуживание оборудования: кофемашина, кофемолка, конвектомат, соковыжималка. • Выкладка и подогрев выпечки, контроль витрины, поддержание порядка и чистоты на рабочем месте. • Консультирование гостей: знание состава десертов и напитков, умение интересно и быстро рассказать про меню. • Активные продажи: умение предложить, вовлечь, создать позитивную атмосферу. • Проверка сроков годности, маркировка, списания, участие в ежедневной инвентаризации. • Контроль расходников и хозтоваров, своевременное уведомление администратора о необходимости пополнения. • Работа в дружной связке с командой: бариста, кондитер, администратор. 💡",https://hh.ru/vacancy/124886638
Бариста (Комсомольская/Стрешнево/Москва-сити/Речной вокзал/Нагатинская),Кофе Хауз,,65.0,,,,Нет опыта,ГПХ,Гибкий график,,"обучение, кофе",Готовить напитки согласно стандартам компании. - Подавать наши супер десерты и еду собственного производства. - Поддерживать дружелюбную атмосферу в кофейне и заряжать...,https://hh.ru/vacancy/123904461
Начинающий бариста в кофейню (м. Войковская/МЦК Коптево),FAVORIT MOTORS,70.0,,,,,Нет опыта,ТК,2/2,Ежемесячно,кофе,Прием и выкладка товаров. Поддержание чистоты в кофейне. Помощь гостю при выборе в меню. Приготовление самых вкусных напитков.,https://hh.ru/vacancy/118276046
Бариста,МОНОХРОМ,60.0,,,,,От 1 года до 3 лет,ТК,2/2,,кофе,Приготовление кофе и напитков на его основе Подготовка рабочего места и поддержание его чистоты Общение с гостями.,https://hh.ru/vacancy/125019491
Бармен-бариста в отель,Управляющая Компания Отель,100.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3",,"обучение, чай",Обслуживание гостей согласно принятым стандартам - Приготовление напитков и коктейлей бара - Работа за контактной стойкой - Формирование заказов на продукцию бара - Проведение инвентаризации - Контроль чистоты и порядка в баре - Работа с кассой,https://hh.ru/vacancy/124405164
Бариста,Ami Chaise,90.0,120.0,,,,Нет опыта,ТК,Полный день,2 раза в месяц,"кофе, чай","AMI CHAISE - кафе на завтраках с кофейным спешалти баром! * Обучаем работе с алкогольными позициями. * Готовить кофе, чай и сезонные напитки. * ",https://hh.ru/vacancy/124832755
Бариста в HQ! coffee (Москва),HQ!,,120.0,,,,Нет опыта,ТК,Полный день,2 раза в месяц,"скидки, кофе",Команда HQ!Coffee в поисках <highlighttext>бариста</highlighttext>. Работа с классным зерном собственной обжарки.,https://hh.ru/vacancy/123452239
Бариста/ти-мейкер,TAPIERA TEA,70.0,,3600.0,300.0,12.0,Нет опыта,ТК,2/2,Ежемесячно,"форма, скидки",Создание уникальных напитков. Эксперименты и воплощение идей. Участие в событиях и тематических мероприятиях. Движение вперёд и развитие в любимом деле. ,https://hh.ru/vacancy/124860324
Бариста,Two Seasons (ИП Бабаев Камран Мехман Оглы),70.0,,3960.0,330.0,12.0,Нет опыта,ТК,4/5,,"обучение, чай",Вежливое и качественное обслуживание клиентов. - ﻿﻿Приготовление чайных напитков в соответствии со стандартами компании.. - Поддержание чистоты и порядка на рабочем месте. ,https://hh.ru/vacancy/124459783
"Бармен / Бариста (ТЦ Город, МЦК Нижегородская)",Zaмания (ООО Замания),65.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"бонус, бонусы, скидки, проезд, кофе",Готовить вкусные напитки для наших Гостей. Участвовать в составлении барной карты и специальных предложений. Осуществлять расчет гостей. Контролировать чистоту рабочего...,https://hh.ru/vacancy/124370593
Старший Бариста,Бабаян Мануэл Манвелович,120.0,130.0,,,,От 1 года до 3 лет,ТК,Сменный график,,"питание, кофе","Немного продавать (но мягко, не как телемаркетинг). Быть человеком-<highlighttext>бариста</highlighttext>, а иногда и официантом. И — самое важное — любить кофе и...",https://hh.ru/vacancy/124323042
Утренний Бариста,Пан Круассан,70.0,,,,,Нет опыта,ТК,Гибкий график,Еженедельно,"питание, премии, обучение, кофе","Кто мы? Ceть кoфеен &quot;ПАH КРУАСCАH&quot;! Мы - это c oгpомной cкоpoстью paзвивaющaяcя сeть фoрматa &quot;to gо&quot;, а наши coтрудники - этo мастера cвoего дела! ☕️ Мы предлагаем: ✔️ Официальное оформление по ТК РФ; ✔️ Почасовую оплату труда (от 300 до 350р/час) , еженедельные выплаты, премии и полный соц. пакет - оплачиваемые больничные и отпуска; ✔️ Вкусное питание, удобную форму и мед. книжку за счет компании; ✔️ Возможность начать свой путь в кофейной индустрии и стать профи; ✔️ График с 6:30 до 12:00; ✔️ Обучение с нуля в нашем учебном центре под контролем опытного шеф-бариста; ✔️ Коллектив молодых и амбициозных ребят; ✔️ Наставничество от опытных бариста, помощь на первых этапах; ✔️ Карьерный рост внутри компании. Мы выращиваем руководителей, а не нанимаем извне! Для кандидатов с опытом есть возможность стать наставником! Наши наставники обучают людей без опыта и получают 2 тыс. за каждого аттестованного сотрудника. В среднем 10 чел. в месяц = 20 тыс премия к зп. Оставляйте свой отклик, мы рады ответить на все Ваши вопросы и подобрать лучшую кофейню для работы!",https://hh.ru/vacancy/123877543
Шеф-бариста в Кафе The Rink в Сколково,ОРГАНИК ГОЛЬФ,150.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"бонус, скидки, кофе",Осуществлять руководство и обеспечение бесперебойной работы бара. Обучать сотрудников и контролировать качественную отдачу напитков. Разрабатывать сезонные напитки. Предоставлять отчетность и...,https://hh.ru/vacancy/123344937
Бариста (метро «Нижегородская»),Эльмурзаева Хава Адлановна,72.8,,,,,Нет опыта,ТК,2/2,Ежемесячно,"премии, кофе","Готовить безупречные кофейные напитки Общаться с гостями, создавать дружескую атмосферу и становиться тем, кого рады видеть с утра. Работать с кассой и системой учёта (Iiko) Следить за чистотой на рабочем месте и поддерживать порядок в кофейне. Контролировать качество напитков и остатки продукции. Мы ищем того, кто: Обожает кофе и имеет опыт работы бариста (или очень хочет научиться!). Легко находит общий язык с людьми и заряжает хорошим настроением. Собран и ответственен, умеет работать в команде и выдерживать высокий темп. Знает (или готов освоить) стандарты приготовления кофе и работу с кассой. А мы предлагаем тебе: Стабильный доход: 3500 ₽ за смену + ежемесячные премии за отличную работу. Удобный",https://hh.ru/vacancy/124714996
Бариста \ Бармен,Сеть кофеен Шоколадница,55.0,85.0,,,,Нет опыта,ТК,Гибкий график,,"питание, бесплатное питание, форма, обучение, кофе",Консультировать наших гостей по меню. Принимать поставки. Создавать атмосферу и обеспечивать высокий уровень сервиса.,https://hh.ru/vacancy/123556371
Бариста,Акжера-Кейтеринг,4.0,4.5,,,,От 1 года до 3 лет,ТК,5/2,,"скидки, кофе","Приготовление кофе и других напитков на основе эспрессо. Обслуживание клиентов, создание дружелюбной и гостеприимной атмосферы. Поддержание чистоты и порядка на рабочем месте. Работа с кассой и ведение учета продаж. Участие в разработке новых рецептов и предложений для меню.",https://hh.ru/vacancy/124768714
Кассир-бариста (М. Белорусская),Печорин Групп,4.0,5.0,4000.0,333.3333333333333,12.0,Нет опыта,ТК,2/2,2 раза в месяц,"питание, премии, скидки, кофе, чай","Каждое утро получать свежий ремесленный хлеб с хрустящей корочкой, потрясающую выпечку и десерты ручной работы Создавать уютную гостеприимную атмосферу Общаться с гостями, рассказывать про наш продукт и помогать им с выбором Готовить самый вкусный кофе на рожковой кофе-машине Поддерживать красоту, чистоту и порядок в зале/на торговой точке Работать в программе IIko: открытие и закрытие смены, отпуск продукции и ведение кассовой документации",https://hh.ru/vacancy/124371751
"Бариста-бармен в ресторан ""Вадваре""",Краденый Артишок,80.0,100.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе","Приготовление кофейных и авторских напитков по техкарте, — Работа с алкоголем (в том числе с шейкером), — Участие в создании домашних сиропов и заготовок, — Работа с кассой (iiko — при необходимости обучим), — Подготовка рабочего места к открытию и закрытию, — Поддержание чистоты и порядка на рабочем месте. Что предлагаем: — Работа на кофемашине La Marzocco KB90, — Возможность совершенствовать навыки латте-арта в спокойной обстановке, — Поддержка в развитии слабых сторон — технически и творчески, — Мобильность внутри команды: при желании можно перейти на кассу или в зал.",https://hh.ru/vacancy/124586520
Бариста в кофейню Дринкит,Дринкит - сеть кофеен,55.0,70.0,3300.0,275.0,12.0,Нет опыта,ТК,Полный день,2 раза в месяц,"обучение, кофе",Готовить кофе и другие напитки. Проводить уборку рабочей зоны. Общаться с гостями.,https://hh.ru/vacancy/124567580
Бариста в кофейню,Алимова Елена Александровна,4.0,6.0,,,,От 1 года до 3 лет,ТК,2/2,,кофе,приготовление горячих и холодных напитков приготовление сэндвичей и ход-догов оформление витрины работа с кассой поддержание чистоты и порядка,https://hh.ru/vacancy/124966997
"Бариста в кофейню ""Cofix""",Кофикс,75.0,110.0,,,,Нет опыта,ТК,"5/2, 2/2, 3/3, 6/1",,"обучение, кофе","Приготовление напитков по техническим картам с соблюдением рецептур сети; Работа с кассой; Поддержание чистоты в кофейне; Контроль остатков товара в торговом зале и кофейне ,своевременное пополнение его; Работа с покупателями.",https://hh.ru/vacancy/124130952
Бариста,Paula Coffee,80.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3, 5/2",2 раза в месяц,"питание, бесплатное питание, форма, кофе",Работаем по инструкции. Минутные ролики для адаптации в работе. Поддержка 24/7 в рабочем чате.,https://hh.ru/vacancy/124108368
Бариста,Создатели Команды (ИП Калинина Алёна Сергеевна),80.0,140.0,4800.0,400.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/3, 6/1, 3/1",,"обучение, кофе, чай","📋 ☑️ Приготовление кофе премиум-класса на La Marzocco и других кофе машинах ☑️ Кастомизация напитков ☑️ Работа на кассе и предложение ассортимента (чай, какао, альтернативное молоко) ☑️ Поддержание чистоты на баре и в помещении в целом ☑️ Взаимодействие с командой для быстрого обучения новичков 📍 Адрес кофейни, куда нужен бариста: 🏠 м. Улица 1905 года, Красная Пресня, 38 ✅ Обращаем внимание: дорогу не оплачиваем, поэтому если вы поблизости- это будет преимуществом Если вы готовы становиться частью нашей дружной команды 📲 Откликайтесь – ценим каждый отклик и каждого кандидата ! ✅ Жми Откликнуться и до встречи в «Неслучайно 08|08»! ❗️Отклики с подробным сопроводительным письмом рассматриваются в первую очередь❗️",https://hh.ru/vacancy/125118459
Бариста,KOFF Coffee,80.0,100.0,,,,Нет опыта,ТК,Гибкий график,Еженедельно,"форма, кофе, чай","Приготовление кофе на рожковой кофемашине Simonelli (настройка помола, базовый латте арт, работа по весам и техкартам) Приготовление прочих сезонных напитков (чай, лимонад) Уборка рабочей зоны в конце смены (кофейня формата с собой без клиентских столов) Прием поставок Проведение инвентаризации расходов в неделю",https://hh.ru/vacancy/124820592
Бариста (формат take away),Met tea,50.0,80.0,3360.0,280.0,12.0,Нет опыта,ТК,Полный день,,"премии, бонус, бонусы, обучение, чай","Создание напитков: приготовление авторских коктейлей по технологическим картам.  Заготовки: подготовка ингредиентов, фруктов, чаёв и тапиоки.  Обслуживание: качественное общение с гостями...",https://hh.ru/vacancy/124166887
Бариста,Коптелов Сергей Игоревич,4.0,,,,,От 1 года до 3 лет,ТК,"5/2, 3/4, 4/3",Еженедельно,кофе,"Приготовление и продажа кофе и напитков. Продажа хлебобулочных изделий и сопутствующих товаров. Обслуживание гостей. Поддержка чистоты рабочей и гостевой зоны. Выпекание заморозки (покажу, научу) Открытие и закрытие смены. Заказ сырья.",https://hh.ru/vacancy/124712012
Бариста,Антипов Ярослав Васильевич,3.5,,,,,Нет опыта,ТК,Гибкий график,,"бонус, обучение, кофе","Приготовление кофе, соков и протеиновых напитков - Налаживание и поддержание дружелюбных отношений с гостями - Поддержание чистоты и порядка",https://hh.ru/vacancy/124130675
Бариста,Кончаков Иван Геннадьевич,85.0,,2500.0,208.33333333333334,12.0,Нет опыта,ТК,5/2,Еженедельно,кофе,Открытие/закрытие смены • Работа с R-keeper • Приготовление кофе и других напитков • Оформление витрин • Оформление заказов • Знание составов продукции • Поддержание чистота в зале • Проведение инвентаризации / еженедельных подсчетов остатков,https://hh.ru/vacancy/124393055
Бариста,Кофейня OMG! Coffee,100.0,110.0,,,,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",,"питание, кофе",Приготовление кофе и напитков на его основе - Участие в инвентаризациях и ген. уборках - Подготовка рабочего места и поддержание его чистоты,https://hh.ru/vacancy/124882105
Бариста в сеть кофеен «SMART DAY»,Smart cafe,70.0,95.0,,,,От 1 года до 3 лет,ТК,Гибкий график,,"питание, форма, бонус, кофе",готовить вкусный кофе и другие напитки. - дружить с гостями и помогать им с выбором. - работать с кассой. - поддерживать чистоту в...,https://hh.ru/vacancy/124356340
Бариста PIMS,PIMS (ИП Чикобава Тенгиз Георгиевич),80.0,100.0,,,,Нет опыта,ТК,"5/2, 2/2",2 раза в месяц,"форма, униформа, обучение, кофе",Приготовление напитков на основе чая и кофе согласно ТТК; • Уборка рабочего места; • Предоставление фирменного сервиса нашим гостям; • Работа на кассе.,https://hh.ru/vacancy/124085904
Шеф-бариста в сеть кафе,Жираф,130.0,160.0,,,,Более 6 лет,ТК,5/2,2 раза в месяц,"обучение, кофе","Объезд по точкам, контроль качества кофе, создания кофейного вайба в заведениях, прививание гостям кофейной культуры, контроль работы бариста. - Поддержание статуса кафе, как заведения с хорошей едой и кофе, и с хорошим обслуживанием (сейчас уровень обслуживание в целом низкое); - Обучение персонала хорошим манерам в общении с гостями (что можно говорить и делать, а что нет); - Разработка и внедрение сезонных меню; - В &quot;кофейном чате&quot; сети whatsapp ответы на вопросы бариста и помощь при возникших ситуациях; - Порядок в заказах продукции у поставщиков; - Подбор персонала Если коротко: Нужен уверенный, харизматичный шеф бариста отлично знающий кофе, психологию общения с баристами, который задаст тон и направление движения всей команде, будет участвовать в развитии сети подсказывая и направляя нас во всех направлениях, чтобы были высокие продажи кофе. Человек который сможет собрать позитивную, классную команду и правильно мотивировать В планах открытие классной спешалти кофейни. Ищем своего человека, надолго (есть сотрудники, которые работают с самого начала с нами, более 7 лет). Звоните, пишите ☎ .Если не беру телефон - перезвоню!",https://hh.ru/vacancy/124460682
Бариста,Эйблист,85.0,130.0,5700.0,475.0,12.0,От 1 года до 3 лет,ТК,"2/2, 4/2, 5/2",,"питание, кофе",Заведение с посадочными местами и кухней. Следить за чистотой. Работа по весам. Забота о госте и продукте который готовим. ,https://hh.ru/vacancy/124548561
Бариста,Magma coffee,4.5,,,,,Нет опыта,ТК,3/3,,"кофе, чай",Ведение смены по чек-листу. - Приготовление напитков по тех.картам.,https://hh.ru/vacancy/124873182
Бариста,Coffee bean,80.0,,,,,Нет опыта,ТК,5/2,,кофе,Приготовление кофе и других напитков. >Работаем в IIKO. Тренинги и семинары для развития твоих soft & hard skills.,https://hh.ru/vacancy/124374292
Кассир-бариста (М. Шаболовская),Печорин Групп,80.0,100.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, премии, скидки, кофе, чай","Каждое утро получать свежий ремесленный хлеб с хрустящей корочкой, потрясающую выпечку и десерты ручной работы Создавать уютную гостеприимную атмосферу Общаться с гостями, рассказывать про наш продукт и помогать им с выбором Готовить самый вкусный кофе на рожковой кофе-машине Поддерживать красоту, чистоту и порядок в зале/на торговой точке Работать в программе IIko: открытие и закрытие смены, отпуск продукции и ведение кассовой документации",https://hh.ru/vacancy/123428160
Бариста,Комбинат питания МГТУ им. Н.Э. Баумана,84.7,100.0,,,,Нет опыта,ТК,"6/1, 5/2",2 раза в месяц,"питание, кофе",✔️ приготовление кофе и чая; ✔️ расчеты с покупателями на кассе и через терминал.,https://hh.ru/vacancy/124161894
Бариста в кофейню,Skuratov Coffee,63.0,70.0,,,,Нет опыта,ТК,Полный день,,"питание, корпоративное питание, обучение, кофе","От вас: Любить людей, быть открытыми и много учиться. Любить кофе и не бояться менять рынок вместе с нами.",https://hh.ru/vacancy/124415218
Тренинг-менеджер/шеф-бариста (RND),Правда Кофе (ООО Кофе Плюс),,,,,,От 1 года до 3 лет,ТК,5/2,,кофе,"Организация, подготовка и проведение тренингов и семинаров Организация и проведение дегустаций сотрудникам и партнерам Обновление, составление и актуализация учебных материалов Проведение капингов Разработка меню Техническая поддержка кофейного оборудования, выявление проблемы и передача вопроса в сервисный центр Организация и проведение внутренних и внешних чемпионатов среди бариста",https://hh.ru/vacancy/124539869
БАРИСТА-КАССИР,Коновалова Елена Валерьевна,110.0,,,,,От 1 года до 3 лет,ТК,Сменный график,Ежемесячно,кофе,"Принимать заказы, помогать гостям в выборе блюд и напитков. * Подготавливать заведение к открытию/закрытию. * Общаться с гостями, работать с обратной...",https://hh.ru/vacancy/124583648
Бариста,Yumbaker,91.5,113.5,,,,От 1 года до 3 лет,ТК,4/3,,"питание, обучение, кофе","варить действительно вкусный кофе, вываривать из каждого сорта зерна максимум вкуса, делиться своими открытиями и эмоциями с нашими гостями и помогать им погружаться в кофейный мир, поддерживать порядок и чистоту на своем рабочем месте, развиваться самому и помогать команде становиться еще лучше.",https://hh.ru/vacancy/124967558
Бариста,"Cofan, кофейня",80.0,95.0,,,,От 1 года до 3 лет,ТК,Полный день,Еженедельно,"питание, обучение, кофе",Приготовление кофейных и не кофейных напитков Кассовая дисциплина Поддержание бара и зала в чистоте Вынос заказов,https://hh.ru/vacancy/124164017
Бариста,Ефимова Диана Алексеевна,4.0,6.0,,,,От 1 года до 3 лет,ТК,Сменный график,,"питание, форма, кофе",Приготовление кофе и напитков по меню Создание латте-арта на профессиональном уровне Настройка помола и работа с кофемашиной и кофемолкой Общение с гостями и помощь в выборе напитков Поддержание чистоты и порядка за баром Работа с кассой,https://hh.ru/vacancy/124894524
Бариста кофейни ВкусВилл,ВкусВилл,60.0,96.0,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,"бонус, обучение, кофе","приготовление и подача кофе, чая, соков по рецептуре кафе консультирование покупателей, работа на кассе работа с ассортиментом, проведение инвентаризации контроль сроков годности и актуальности ценников работа с техникой ( автоматическая кофемашина, гриль, ледогенератор) поддержание чистоты и порядка в зоне кафе и посадки гостей знание ассортимента и состава товара, предложение новинок и сопутствующего товара",https://hh.ru/vacancy/120563670
Бариста,Кофейня termos,95.0,110.0,4800.0,400.0,12.0,От 1 года до 3 лет,ТК,5/2,,"питание, бонус, кофе","Приготовление напитков. Общение с гостями, контроль чистоты в зале. Работа с залом. Контроль соблюдения стандартов сервиса (friendly-сервис).",https://hh.ru/vacancy/124669631
Старший бариста,СКАЛКА,5.0,,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, форма, униформа, обучение","Выкладка кулинарной и десертной витрины: контроль сроков годности, соблюдение ротации, контроль списания; работа с гостями: прием заказов/расчет/поддержание дружелюбной атмосферы обеспечение бесперебойной работы кафе (контроль работы оборудования, наличия необходимых для работы продуктов и хозтоваров, замена сотрудников на позициях); ​обучение сотрудников и контроль их работы; ​проведение инвентаризаций; решение конфликтных ситуаций с гостями.",https://hh.ru/vacancy/124296256
Бариста,Camera Obscura,75.0,120.0,,,,Нет опыта,ТК,Полный день,,"скидки, обучение, кофе","общаться с гостями, консультировать в выборе зерна и напитков •готовить фильтр, воронку, эспрессо и молочные напитки на его основе •работать с кассой •выкладывать витрину с выпечкой Что мы даем: • оплачиваемая стажировка 280 р/ч • ставка 330-390 р/ч + 60 р/ч премия за загруженность потоком (от 70 тыс руб/мес) • медкнижка за счет компании • гибкий график (большая вариативность смен, смены по 8/10/12 часов, утренние/вечерние/фулл) • бережная адаптация в работу • обучение в профессиональном тренинг центре в соответствии со стандартами SCA • постоянное развитие и обучение в нашем тренинг-центре: тренинги, лекции, внутренние чемпионаты, выезды, каппинги • быстрый карьерный рост до шеф-бариста или наставника • возможность выступать на внешних чемпионатах при поддержке компании • скидки на зерно и продукцию компании • активная внутренняя жизнь: мини-корпоративы, выезды на фестивали, интересные коллаборации Что мы ожидаем от тебя: • активную жизненную позицию • желание расти и развиваться вместе с нами • ответственный подход • пунктуальность и честность Почему стоит выбрать именно нас: • мы даем стабильность и гарантии • мы кофейный проект с историей • мы стремительно развиваемся и растём • мы за человеческий подход и отношения Camera Obscura в первую очередь история про людей, про человеческие отношения и ремесло, они являются фундаментом компании с 2012 года. Всё начиналось с трёх кофейных энтузиастов, которые проделали огромный путь благодаря своей любви к продукту. Если тебе близки наши ценности, то откликайся на вакансию, давай знакомиться!",https://hh.ru/vacancy/124637714
Бариста ONE PRICE COFFEE,Ван Груп Компани,,67.5,,,,Нет опыта,ТК,"5/2, 2/2, 4/3",,"форма, премии, бонус, бонусы, кофе, чай","Общаться с гостями и ориентировать в нашем меню. Готовить вкуснейшие напитки, соблюдая стандарты качества компании. Помогать гостям оплатить свой заказ...",https://hh.ru/vacancy/123392346
Бариста,Кофейня Jeffreys (ИП Ковердяев Дмитрий Владимирович),65.0,90.0,,,,Нет опыта,ТК,Полный день,,"обучение, кофе","работа с кассой; - приготовление напитков по технологической карте; - поддержание чистоты на рабочем месте; - принятие поставок; - выдача еды и десертов. Нам важно, чтобы вы: ⁃ были дружелюбны и открыты людям - проявляли инициативу и были неравнодушны ⁃ были самоорганизованный и пунктуальны - любили кофе - любили уют и чистоту Опыт работы бариста желателен, но не обязателен, всему научим в нашей Академии Бариста Jeffrey’s",https://hh.ru/vacancy/123910464
Бариста,Буряченко Андрей Михайлович,,,,,,Нет опыта,ТК,Полный день,Еженедельно,кофе,"приготовление кофе, продажа доп.товаров (сендвичи, шоколадки), открытие и закрытие смены, уборка стойки и мытье оборудования. Оборудование: кофемашина, кофемолка, бойлер, ринзер, холодильники Очень ждем ваших откликов!",https://hh.ru/vacancy/124805444
Бариста,Here Sushi,67.0,100.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, форма, униформа",Приготовление напитков; Поддержание чистоты рабочего места,https://hh.ru/vacancy/124970613
Бариста,Пятова Анастасия Алексеевна,70.0,90.0,,,,От 1 года до 3 лет,ТК,"2/2, 4/2",,кофе,"Приветствие гостей и помощь в выборе блюд и напитков Прием, сбор заказа, приготовление напитков, выдача заказа Выкладка на витрину, внимание к чистоте в барно-кассовой зоне Информирование гостей о специальных предложениях",https://hh.ru/vacancy/124973591
Бариста в кофейню Lintu,Кофейня Lintu,64.0,115.0,,,,Нет опыта,ТК,"5/2, 2/2, 4/3, 3/3, 3/2, 6/1",,"бонус, кофе",Кормим и предоставляем кофейную классику в течение всей твоей смены.,https://hh.ru/vacancy/124292646
Бариста в кофейню,Coffee Point,75.0,110.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, форма, подарки, кофе",Приготовление кофе и напитков для наших гостей Открытие и закрытие смены Работа с кассой Помощь гостям в выборе продукции Поддержание чистоты в кофейне Прием и выкладка продукции (собственное производство),https://hh.ru/vacancy/122254319
