Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Менеджер по продажам в салон t2,Сеть салонов сотовой связи ИЗЮМ,90.0,150.0,,,,Нет опыта,ТК,5/2,,"форма, обучение, чай","Продажа: смартфоны, гаджеты, аксессуары и финансовые продукты. Обслуживание: настройка и защита цифровой техники. Консультации: помощь клиентам в выборе и использовании техники. Что мы ждем от тебя: Желание зарабатывать и учиться новому. Интерес к современным гаджетам и технике. Умение работать в команде и поддерживать коллег. Дружелюбное отношение к клиентам. Наши преимущества: Наставничество: мощная поддержка в первые месяцы работы. Среда для развития: регулярные тренинги, вебинары, бизнес-игры. Дружеская атмосфера: юмор, неформальные вечеринки и поддержка. Приводи друга и получай 20 000 рублей. Выбирай для себя удобную станцию метро для будущей работы: м. Автозаводская м. Домодедовская м . Чертановская/Южная м . Первомайская м . Серпуховская м . Алтуфьево м. Пролетарская м. Новокосино м . Авиамоторная м. Марьина роща м . Бабушкинская м . Новоясеневская м. Чистые пруды",https://hh.ru/vacancy/106691521
Менеджер по работе с клиентами,БизнесЮрист,70.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,бонус,"Ты — гарант процесса. Ты будешь выстраивать и контролировать систему ежемесячных платежей по действующим договорам, обеспечивая бесперебойность оказания наших услуг клиентам. ",https://hh.ru/vacancy/124536713
Менеджер по продажам и работе с клиентами (B2B),Межрегионэкспертиза,100.0,,,,1.0,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,обучение,"Полный цикл работы с клиентами — от поиска до закрытия сделок без ограничений по территории и направлениям, также работа по теплой базе клиентов и со входящими заявками; Продажа высоко маржинальных продуктов под запрос клиента; Расширение своей клиентской базы (звонки по базам, входящие звонки, заявки с сайтов, выставки, рекомендации и т.п.); Проведение встреч, переговоров и презентаций; Ведение клиентской базы в CRM в системе; От вас мы ждем: Огромное желания реализовать себя в сфере продаж и достичь высоких результатов под наставничеством опытного руководителя отдела продаж, у которого горят глаза на дело, которым он занимается и есть огромное желание передать знания человеку, который разделяет наши ценности; Базовые знания продаж будут преимуществом, но не являются ключевым фактором; Готовность учиться и развиваться; Активная жизненная позиция, мотивация зарабатывать; Ответственность; Развитые коммуникативные навыки.",https://hh.ru/vacancy/121383025
Менеджер по работе с клиентами,МАК МАРТ,90.0,,,,'9-18,От 1 года до 3 лет,ТК,"5/2, 9/18",,премии,"Прием и обработка заказа, оформление документов на отгрузку товара, консультирование клиентов. Без поиска клиентов. Отслеживание дебиторской задолженности. Работа в 1С 8.3",https://hh.ru/vacancy/125381703
Специалист отдела продаж,ТТМ,60.0,90.0,,,,Нет опыта,ТК,5/2,,"ДМС, форма",Вносить информацию в систему Битрикс 24 по проведенным переговорам с клиентом.,https://hh.ru/vacancy/124312036
Менеджер по работе с клиентами,Лада-Престиж,100.0,400.0,,,'10-19,От 1 года до 3 лет,ТК,"5/2, 10/19",,"скидки, обучение","Обработка входящих запросов + активный поиск клиентов — Холодные звонки и развитие клиентской базы B2B — Консультации по техническим параметрам запчастей — Работа с договорами и контроль сделок — Составление КП, выставление счетов — Подбор и продажа автозапчастей клиентам — Консультация клиентов по подбору з/ч — Формирование возвратных грузов — Работа во внутреннем каталоге СRM (научим) — Наработка своей клиентской базы (СТО, автопарки, магазины); — Работа с действующей холодной базой клиентов в CRM; — Контроль оплаты и отгрузки товаров; — Договорная работа; — Работа с дебиторской задолженностью; — Выезд на встречу к клиентам если потребуется; — Выезд на железный рынок для переговоров офлайн с клиентами; НАШИ ПЛЮСЫ: - Минимальная бюрократия -Горизонтальное развитие + неограниченный рост дохода при результативности. -Компания готова предложить индивидуальные условия оплаты для кандидатов с выдающимися результатами в продажах -Достойную заработную плату, без задержек (оклад + KPI) -Предоставление базы работающих клиентов для быстрого старта продаж -Реальную перспективу карьерного роста",https://hh.ru/vacancy/125437418
Региональный менеджер по продажам. Санкт-Петербург и Ленинградская область.,Дербентский коньячный комбинат,,230.0,,,,От 1 года до 3 лет,ТК,5/2,,скидки,"Реализация стратегии продаж, направленной на достижение поставленных целей во всех каналах сбыта (ОПТ/ЛС/Розница/HoReCa). Выполнения планов продаж и дистрибуции. Выполнение финансовых показателей в регионе. Контроль ценообразования на вверенной территории, мониторинг ключевых клиентов в разрезе собственных и конкурентных брендов. Анализ ценовой политики на вверенной территории. Участие в разработке ценовой стратегии, обеспечивающей конкурентоспособность собственных брендов. Мониторинг и анализ динамики продаж Активная сбытовая позиция, нацеленность на увеличение количественной дистрибуции и расширение ассортимента представленности. Контроль эффективности использования маркетингового бюджета для достижения целевых показателей продаж. Подготовка и предоставление регулярных отчетов о результатах работы, анализе рынка и других показателях регламентированных в компании. Наши ожидания: Опыт работы от 2-х лет на аналогичной позиции (обязательно на рынке FMCG, в приоритете опыт работы в алкогольных компаниях федерального масштаба); Знание рынка во всех каналах продаж: опт, сети, розница, HoReCa. Глубокое понимание специфики рынка, конкурентной среды, потребностей клиентов на вверенной территории. Умение оценивать рентабельность проектов. Опыт ведение переговоров на уровне первых лиц компаний. Опыт построения долгосрочных и взаимовыгодных отношений с дистрибуторами в регионе Наличие высшего образования; Личностные характеристики: хорошие коммуникативные навыки; стрессоустойчивость; инициативность; нацеленность на результат.",https://hh.ru/vacancy/125455306
Acuvue Account Manager,Johnson & Johnson,,,,,,От 1 года до 3 лет,ТК,64/27,,скидки,"Работа с клиниками, индивидуальными оптиками и локальными оптическими сетями. Годовое поклиентское планирование плана продаж, бюджета, маркетинговых акций, диагностических линз, городских семинаров, обучения сотрудников в The Vision Care Institute. Выстраивание долгосрочных партнерских отношений с ключевыми клиентами на территории. Обсуждение коммерческих вопросов (цены, скидки, отсрочки), вопросов прибыльности продуктов ACUVUE. Выставление плана продаж. Расширение ассортиментной линейки в бизнесе партнеров, согласование и поддержание стоков КЛ. Разработка и проведение индивидуальных маркетинговых акций, включение клиентов и контроль за проведением федеральных маркетинговых акций. Согласование и проведение презентаций по продукции и навыкам продаж для сотрудников оптик. Визуализация бренда ACUVUE в салонах оптики. Внедрение контактных линз в бизнес новых оптик. Работа с врачами офтальмологами, оптометристами и оптик-консультантами в оптиках на закрепленной территории. Индивидуальное обсуждение вопросов контактной коррекции зрения с врачами и оптометристами, формирование лояльности к бренду ACUVUE. Организация мастер-классов по подбору контактных линз. Проведение тренингов для оптик-консультантов по продукции и навыкам продаж. Контроль проведения маркетинговых акций и визуализации бренда ACUVUE в оптике. Ведение отчетности.",https://hh.ru/vacancy/125384605
Специалист по работе с клиентами,Flowwow,,,,,,От 1 года до 3 лет,ТК,2/2,,"форма, обучение","Рассматривать споры между клиентами и продавцами площадки Модерировать жалобы, оставленные продавцами, на отзывы клиентов Принимать объективные решения по спорам и жалобам Доносить до коллег обратную связь от наших пользователей Вести отчетность",https://hh.ru/vacancy/125399354
Ведущий специалист в отдел продаж,ФГУП Всероссийский научно-исследовательский институт автоматики им. Н.Л. Духова ( ГК Росатом),160.0,180.0,,,,От 3 до 6 лет,ТК,5/2,2 раза в месяц,"питание, форма","Организация и сопровождение продаж на электронной платформе; Ведение каталога продукции, продаваемой на электронной платформе, обновление и ввод необходимой информации, в том числе экономического и технического характера; Взаимодействие с внутренними службами предприятия; Взаимодействие с Заказчиками по вопросам продажи и поставки продукции",https://hh.ru/vacancy/125303859
