Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
БАРИСТА-КАССИР,Коновалова Елена Валерьевна,110.0,,,,'12-13,От 1 года до 3 лет,ТК,12/13,Ежемесячно,кофе,"Принимать заказы, помогать гостям в выборе блюд и напитков. * Подготавливать заведение к открытию/закрытию. * Общаться с гостями, работать с обратной...",https://hh.ru/vacancy/124583648
Администратор-бариста в кофейню,Правительство Москвы,92.0,,,,,Нет опыта,ТК,2/2,,кофе,"Открытие и закрытие смены Контроль работы персонала, быть готовым подменить бариста на рабочем месте Заказ продукции, контроль остатков и сроков годности Работа с кассой Содержание кофейни в чистоте",https://hh.ru/vacancy/123761744
Бариста в кофейню,Стоцкая Елизавета,4.5,5.0,,,,От 1 года до 3 лет,ТК,2/2,,"бонус, кофе","Обслуживание клиентов - Приготовление напитков - Соблюдение чистоты на рабочем месте - Управление оборудованием, соблюдение стандартов и правил работы",https://hh.ru/vacancy/124483020
Бариста,Correas,82.0,95.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе, чай","Приготовление напитков на баре (кофе, лимонады, чаи, алкогольные коктейли) Принятие поставок Расчет столов Работа с сервисом яндекс доставки Проведение инвентаризации Чистота бара и пополнение товара со склада",https://hh.ru/vacancy/124771900
Бариста в кафе,Сеть фитнес клубов Fusion,52.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"скидки, кофе","Приготовление и подача кофе, чая, соков по рецептуре кафе. Консультирование покупателей, работа на кассе. Выкладка товара и поддержание наполненности витрины. Работа с профессиональной техникой. Знание ассортимента и состава товаров. Предложение новинок и сопутствующего товара на основе предпочтений покупателя.",https://hh.ru/vacancy/125287981
"Бариста в кофейню (м. Давыдково, м. Кунцевская)",Кафе Cafeinno,80.0,85.0,3000.0,370.0,12.0,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,кофе,Приготовление кофейных напитков на основе эспрессо. Общение с гостями и поддержание дружелюбной атмосферы в кофейне. Поддержание чистоты и порядка в...,https://hh.ru/vacancy/124981985
Бариста,Создатели Команды (ИП Калинина Алёна Сергеевна),80.0,140.0,4800.0,400.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/3, 6/1, 3/1",,"обучение, кофе, чай","📋 ☑️ Приготовление кофе премиум-класса на La Marzocco и других кофе машинах ☑️ Кастомизация напитков ☑️ Работа на кассе и предложение ассортимента (чай, какао, альтернативное молоко) ☑️ Поддержание чистоты на баре и в помещении в целом ☑️ Взаимодействие с командой для быстрого обучения новичков 📍 Адрес кофейни, куда нужен бариста: 🏠 м. Улица 1905 года, Красная Пресня, 38 ✅ Обращаем внимание: дорогу не оплачиваем, поэтому если вы поблизости- это будет преимуществом Если вы готовы становиться частью нашей дружной команды 📲 Откликайтесь – ценим каждый отклик и каждого кандидата ! ✅ Жми Откликнуться и до встречи в «Неслучайно 08|08»! ❗️Отклики с подробным сопроводительным письмом рассматриваются в первую очередь❗️",https://hh.ru/vacancy/125118459
Бармен-бариста (м. Улица 1905 года),Печорин Групп,4.5,6.0,4500.0,375.0,12.0,От 1 года до 3 лет,ТК,"3/2, 4/3, 5/2",2 раза в месяц,"питание, премии, скидки, кофе","Создавать уютную гостеприимную атмосферу Каждое утро получать свежий ремесленный хлеб с хрустящей корочкой, потрясающую выпечку и десерты ручной работы Общаться с гостями, рассказывать про наш продукт и помогать им с выбором Готовить авторские алкогольные и безалкогольные напитки по ТТК Готовить самый вкусный кофе на рожковой кофе-машине Контролировать приём кофейно - барной продукции Контролировать качество продуктов и соблюдать нормы САНПиН Поддерживать красоту, чистоту и порядок в зале/на торговой точке Работать в программе IIko: открытие и закрытие смены, отпуск продукции и ведение кассовой документации Работать с ЕГАИС и системой «честный знак»",https://hh.ru/vacancy/125205804
Бариста в specialty кофейню (м. Бабушкинская),BREW & VIBE,60.0,80.0,3600.0,300.0,12.0,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"бонус, бонусы, обучение, кофе","Открытие / закрытие смены Общение и консультация гостей по выбору напитков из кофе, чая и иной продукции представленной в кофейне. Настройка помола и контроль в течение дня Приготовление напитков на основе эспрессо / чая / альтернатива Приготовление авторских напитков согласно технологических карт Поддержание чистоты на рабочем месте Работа с кассой Контроль за остатками продукции, ингредиентов и своевременное приготовление заготовок. Прием поставок Ведение ежедневной документации",https://hh.ru/vacancy/124894308
Бариста в кофейни WakeCup,Маликов Антон Дмитриевич,75.0,125.0,,,'1-2,Нет опыта,ТК,"1/2, 5/2, 4/3, 2/2",,"форма, кофе",Надо ли сдавать экзамены? - Делать гостей кофейни счастливее. До встречи!,https://hh.ru/vacancy/125231058
Бариста,Киевская Евгения Михайловна,3.5,5.0,,,,Нет опыта,ТК,"4/2, 3/3, 2/2, 3/2",,"бонус, бонусы, скидки, обучение, кофе","Приготовление кофе и других напитков. Приготовление выпечки, бельгийских вафель на основе тех карт. Встреча и обслуживание гостей с доброжелательной улыбкой. Консультирование гостей по выбору кофе и выпечки.",https://hh.ru/vacancy/124485212
Бармен / Бариста / Шеф Бариста,Мегарест,110.0,125.0,,,,От 1 года до 3 лет,ТК,2/2,,"кофе, чай","Соблюдение стандартов обслуживания и сервиса Приготовление кофейных и чайных напитков Работа с алкогольными напитками Качественное и премиальное обслуживание клиентов Т ребования: Готовность работать в команде Интерес к ресторанной сфере Опыт работы не обязателен Условия Полная занятость, сменный график, смены дневные Начальная зарплата 5000 смена + чай в размере от 2000-2500 в день График с 8 до 23 2/2 оформление по ТК оплачиваемая стажировка",https://hh.ru/vacancy/124831324
Бариста,PIMS (ИП Босхомджиев Улюмджи Хейчиевич),,100.0,,,'8-10,Нет опыта,ТК,8/10,2 раза в месяц,"форма, бонус, бонусы","Качественное и быстрое приготовление напитков; Поддерживать порядок и чистоту на рабочем месте; Предоставление фирменного сервиса нашим гостям; Общение с гостями, работа за кассой; Поддерживать дружелюбную атмосферу с гостями и внутри коллектива; Соблюдение стандартов обслуживания и сервиса;",https://hh.ru/vacancy/123495625
