Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Менеджер по сопровождению продаж,Олимп Клиник,150.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,"форма, скидки","Сервисное сопровождение и поддержка; Полное ведение и поддержание отношений с действующими корпоративными клиентами (юридическими лицами) и страховыми компаниями; Консультирование партнеров по услугам медицинского центра, акциям и условиям договоров; Решение нестандартных и спорных ситуаций, работа с входящими запросами; Договорная и административная работа; Подготовка, согласование и продление договоров; Контроль платежей и задолженностей по договорам; Подготовка актов выполненных работ, счетов и счетов-фактур; Ведение первичной документации и документооборота; Аналитика и отчетность; Формирование регулярных отчетов по оказанным услугам для партнеров; Ведение учета в CRM-системе; Анализ потребностей клиентов и подготовка данных для разработки персональных предложений; Взаимодействие с бухгалтерией, call-центром и медицинскими подразделениями для координации процессов. Что мы хотим видеть в Вас: Опыт работы на аналогичной должности (менеджер по работе с клиентами, администратор, специалист отдела документооборота) от 1 года. Приветствуется опыт в медицине, страховании или сфере услуг; Грамотная устная и письменная речь — обязательное условие; Навыки уверенного пользователя ПК; Excel (обязательно уверенный пользователь): сводные таблицы, фильтры, ВПР (VLOOKUP), условное форматирование; Word: создание и оформление документов; PowerPoint: создание простых презентаций; Опыт работы с CRM-системами и 1С будет серьезным преимуществом; Внимательность к деталям, аккуратность в работе с документами и цифрами; Клиентоориентированность, умение общаться с клиентами и решать их вопросы; Исполнительность, ответственность и способность работать в команде.",https://hh.ru/vacancy/125325622
Оператор 1с (менеджер по работе с клиентами),ОМГ БИЗНЕС,90.0,,,,,Нет опыта,ТК,5/2,,обучение,"Прием и обработка заказов с сайта; Работа с постоянными клиентами; Общение с клиентами, без холодных звонков; Выставление счетов, оформление закрывающих документов; Консультирование, помощь в выборе продукции компании; обработка заказов в 1С;",https://hh.ru/vacancy/125270962
Менеджер по продажам (входящие лиды),Аквариус,100.0,300.0,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,форма,"Совершать исходящие звонки клиентам по входящим заявкам , делать презентацию компании и услуг, рассказывать об условиях работы с нами; Назначать встречи с клиентами в офисе для менеджеров по продажам, проводить онлайн-встречи с клиентами; Сопровождать клиентов до закрытия успешной реализованной сделки, отвечать на вопросы и рассказывать о преимуществах наших продуктов; Вести продающие переписки в мессенджерах; Работать со сделками в AmoCRM согласно регламенту; Соблюдать план по коммуникациям с клиентами (звонки, встречи, письма); Собирать обратную связь от клиентов.",https://hh.ru/vacancy/125154234
Менеджер по продажам,ТРАНСВЕЙ,120.0,250.0,,,,Нет опыта,ТК,5/2,,"бонус, бонусы",Опытным <highlighttext>продажникам</highlighttext> (от 6 месяцев в B2B/B2C/рознице). Имел опыт в продажах/общении с клиентами...,https://hh.ru/vacancy/124261059
Менеджер по продажам и работе с клиентами,ПолиКап,110.0,200.0,,,,От 1 года до 3 лет,ГПХ,5/2,,кофе,"Холодные звонки, да да у нас они работают! Средняя ЗП сотрудников 160 000 рублей. Обрабатывать входящий трафик Ведение СРМ Вести отчетность для РОПа",https://hh.ru/vacancy/125334764
Менеджер по продажам,Шишурина Виктория Васильевна,200.0,500.0,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,обучение,Проводить телефонные переговоры с клиентами. Проводить встречи с клиентами в офисе без разъездов. Доводить клиента до сделки. Ведение клиентов в...,https://hh.ru/vacancy/123274448
Менеджер по продажам,ТопБухгалтер,90.0,150.0,,,,Нет опыта,ТК,5/2,,"форма, обучение",Совершение исходящих звонков по заинтересованной базе. Проведение переговоров с собственниками малого и среднего бизнеса. Подготовка коммерческих предложений (по шаблону). ,https://hh.ru/vacancy/124824975
Менеджер по продажам,Вкармане,180.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение",Работать с входящими и исходящими заявками. Работать в связке с руководителем: после презентации сделки закрываются легко. Сопровождать клиента и поддерживать...,https://hh.ru/vacancy/124779210
Менеджер по продажам (digital),Site-UPer,200.0,370.0,,,,Более 6 лет,ТК,5/2,,форма,"Какие навыки потребуются: Умение квалифицировать клиента, использовать СПИН. Собранность и самодисциплина.",https://hh.ru/vacancy/125372712
Менеджер по продажам,Ярче Всех,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Оформления витрин. Оформление выставочных стендов. Использования снаружи помещения на билборде. Использования внутри помещения (кафе, рестораны, офисы). Стеклянной стене внутри и...",https://hh.ru/vacancy/125360885
