Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Главный механик,Дом Металла,100.0,130.0,,,'9-18,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,транспорт,"Организация и контроль бесперебойного функционирования автомобильного транспорта; Осуществление контроля соблюдения установленных норм расхода топлива и эксплуатационных материалов, приобретение запасных частей для автомобилей, списание и сдача в ремонт; Осуществление контроля работы водителей по технической части (надзор правильности использования техники) и взаимодействие с логистической службой предприятия; Составление графика выхода автомобилей/графиков смен, контроль исполнения (план-наряд); Работа в системе card4truck, ППР, ОПТИ24; Контроль работы техники в системе мониторинга dozor ; Взаимодействие с государственными органами и сервисами технического обслуживания с целью оперативного оформления и обслуживания Контроль наличия документов в бумажном и электронном виде; Ведение отчётности по расходам и штрафам ГИБДД: Участие в расследовании причин аварий, поломок, повреждений, простоев, нарушений правил технической эксплуатации автомобилей, правил дорожного движения и прочих нормативных актов; Взаимодействие с лизинговыми компаниями; Регистрация и обновление данных в РНИС, ДОЗОР, ПЛАТОН, ТАХОБАН, Обеспечение организации труда водителей, организация проведения инструктажей водителей автомобилей по правилам и условиям перевозки грузов, обеспечение техники всеми необходимыми крепёжно - транспортировочными материалами; Взаимодействие с бухгалтерией, регулярное предоставление отчётности по расходам и движению путевых листов; Взаимодействие с контрагентами по осуществлению услуг медицинского освидетельствования перед выездом (Медхолдинг).",https://hh.ru/vacancy/125424366
Механик по ремонту швейного оборудования,ПШО,,130.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,,"Ремонт швейного оборудования, в том числе настилочных и раскройных комплексов, полуавтоматов, шаблонных автоматов; Осуществление технического обслуживания (настройка, наладка, профилактика) оборудования; Проведение испытания оборудования после его наладки и ремонта; Выезд до клиента.",https://hh.ru/vacancy/124781139
Механик-наладчик на производство,МАСТЕРПЭТ,140.0,180.0,,,12.0,От 1 года до 3 лет,ТК,"1/3, 2/2, 3/3, 5/2",,,"Производить техническое обслуживание и ремонт технологического оборудования. Работать с периферийным оборудованием, настраивать и устранять неисправности. Устранять поломки технологического оборудования, а...",https://hh.ru/vacancy/124857314
Механик,Каналсервис,150.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3, 4/4",,транспорт,"– Планирование ремонта – составление и ведение графиков планового обслуживания авто. – Контроль технологии текущих ремонтов – понимать технологию поиска неисправностей автомобилей – Владеть методиками диагностики автомобилей – Разрабатывать и внедрять мероприятий по повышению надежности транспортных средств – Разработка и внедрение мероприятий по повышение надежности (профилактические меры, обеспечивающие повышение надеждности транспортного средства) – Изучение нормативной документации, стандартов, правил по обслуживанию",https://hh.ru/vacancy/125233491
Механик по выпуску автотранспорта,Федеральное государственное бюджетное учреждение Комфортная Среда,90.0,105.0,,,,От 3 до 6 лет,ТК,5/2,,транспорт,"Выпуск транспортных средств на линию и прием с линии; Ведение журналов выхода ТС, открытие и закрытие путевых листов, выдача топливных карт; Ведение отчетности по направлению; Контроль технического состояния автотранспортных средств, контроль осуществления водителями норм БДД, а также, соблюдение требований к автотранспорту согласно требованиям МАДИ; Контроль сроков и исполнения договоров обслуживания ТС, договора ГСМ; Проведение предрейсового инструктажа с водителями перед выходом на линию, проверка документов; Взаимодействие с органами ГИБДД, Технадзор, страховыми компаниями, сторонними организациями; Постановка ТС на учет/снятие с учета, техосмотры; Участие в оказании технической помощи водителям на линии; Составление графиков проведения ТО; Организация проведения ТО и ТР, контроль качества; Составление заявок на закупку необходимых запасных частей, списание; Мелкий ремонт ТС; Контроль и ведение отчетности по движению ГСМ; Контроль санитарного состояния автомобилей; Участие в списание и сдаче агрегатов (шин, АКБ и т.п..); Контроль за соблюдением водителями правил эксплуатации автомобилей, правил охраны труда и техники безопасности.",https://hh.ru/vacancy/124310716
Техник - механик/Мастер по техническому обслуживанию оборудования,ФармОушен Лаб.,90.0,,,,,Нет опыта,ГПХ,5/2,,"скидки, обучение","Помощь в техническом обслуживании производства; - Проведение ремонтных работ; - Обеспечение технической готовности техники к эксплуатации; - Поддержание инструмента оборудования и рабочего места в чистом аккуратном состоянии; Мы ждем от Вас: • Образование не ниже средне-специального • Хорошо если есть навыки монтажа или ремонта различной техники, но не обязательно • Готовность к физическому труду и работе с оборудованием/инструментами • Ответственность и внимательность к деталям Мы гарантируем: • Достойный уровень зарплаты - обсуждается с финальным кандидатом • Удобное расположение производственной площадки : Одинцовский район, 5 мин пешком от ст. МЦД Лесной городок (D-4). • Индивидуальное обучение для сотрудника, возможность получить опыт и развить навыки • Пятидневная рабочая неделя с 9.00 до 18.00 • Скидки сотрудникам на продукцию Компании • Хороший коллектив, лояльное руководство",https://hh.ru/vacancy/124563928
Механик,ФКУ ГБ МСЭ по Московской области Минтруда России,60.0,60.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Осуществление контроля за техническим состоянием автомобилей, выпуском их на линию в строгом соответствии с утвержденным графиком и по внеплановым заявкам. Осуществление производственного инструктажа водителей, контроль за соблюдением ими производственной и трудовой дисциплины, строгое соблюдение Правил дорожного движения, охраны труда и техники безопасности и т.д.",https://hh.ru/vacancy/125318102
Механик по обслуживанию Холодильного оборудования,АКТИВ-СТРОЙ,,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,,"Техническое обслуживание торговых объектов и электрооборудования, инженерных сетей согласно утвержденного графика; - Аварийные выезды по устранению неисправностей оборудования; - Обеспечивать поддержание исправного состояния, безаварийную и надёжную работу обслуживаемых устройств и электрооборудования; - Проводить планово-предупредительный ремонт (ППР); - Ликвидировать неисправности в работе устройств, их ремонт, монтаж и регулировку; - Соблюдать правила внутреннего распорядка и режима работы; - Выявлять причины износа, принимает меры по их предупреждению и устранению.",https://hh.ru/vacancy/125122490
Механик в картинг — клуб (Тимати картинг),Тимати Karting (ИП Языков Евгений Алексеевич),70.0,95.0,,,,Нет опыта,ТК,2/2,,,Ремонт и техническое обслуживание картингов Диагностика и устранение неисправностей Проведение плановых осмотров и профилактических работ Обеспечение безопасности и надежности техники Соблюдение внутренней дисциплины Сварочные рабооты,https://hh.ru/vacancy/125387553
Механик выездного ремонта техники SCOUT,СКАУТ,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Диагностика, профилактика и ремонт коммунальной техники на выезде (Москва) и на территории складского комплекса. Техобслуживание техники.",https://hh.ru/vacancy/125449019
Механик по выпуску автомобилей,Бизнес-Трейд,90.0,,,,,Нет опыта,ТК,"3/3, 2/2",2 раза в месяц,,"Выпуск ТС на линию Выдача ТС новым водителям Выявление неисправностей ТС при выдаче из ремонта и при сдаче водителями. Проверка ТС при возвращении в таксопарк ( в т.ч. проверка технических жидкостей.) Контроль технического и внешнего состояния ТС (акты в 1С) Коммуникация с водителями по техническим вопросам Оформление заявок на ремонт, проставление отметки механика, после проведения всех необходимых технических мероприятий",https://hh.ru/vacancy/125236760
Механик производственного оборудования (5/2),ИСРАТЭК,,,,,,От 1 года до 3 лет,ТК,"5/2, 1/3",,"ДМС, обучение",Ремонт и обслуживание технологического оборудования.,https://hh.ru/vacancy/124430536
Техник-механик на объект,АРХИТЕКЦИЯ,,150.0,,,'2-4,От 3 до 6 лет,ТК,"2/4, 2/2",,форма,"Обслуживать домкраты с червячным валом, парными и шариковыми подшипниками: сборка-разборка, смазка, контроль износа, замена изношенных деталей Диагностировать неисправности механических узлов по характерным признакам (шум, вибрации, снижение ходимости, заедания) и оперативно принимать меры по устранению Контроль состояния металлоконструкций: визуальный осмотр, измерение деформаций, выявление коррозии и трещит, прогнозирование ресурса Проводить регулировку натяжения, выверку геометрии и выправку компонентов для обеспечения точности и повторяемости движений Вести документацию по техническому обслуживанию, регистрировать параметры состояния узлов, запрашивать запасные части и планировать ремонты Составление отчетов по отказам и мероприятиям по обслуживанию",https://hh.ru/vacancy/125427840
Механик,Компания ПЭК,120.0,120.0,,,,Нет опыта,ТК,3/3,,"подарки, транспорт","контроль технического состояния и укомплектованности транспортных средств и дополнительного оборудования автомобиля (тахограф, ПЛАТОН, гидроборт, ХОУ и др.); организация приема-передачи транспортных средств; оказание помощи водителям при возникновении неисправностей транспортного средства в пути (техническая консультация, вызов эвакуатора); работа со сторонними организациями (мойка машин, сервисы и т.д.); организация приема транспортных средств после выполненных ремонтов; планирование проведения годового технического осмотра транспортных средств; работа с водительским составом (проведение инструктажей, проведение разбирательства по повреждениям транспортных средств и тд.); выдача расходных материалов со склада и ведение отчетности.",https://hh.ru/vacancy/110897034
Механик контрольно-технического пункта,Автобаза Ильинское,50.0,50.0,,,,От 1 года до 3 лет,ТК,1/3,2 раза в месяц,"питание, спецодежда",Контроль за выходом грузовых автомашин на линию. Знание ПК.,https://hh.ru/vacancy/125269453
