Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Фитнес-тренер/инструктор тренажерного зала,Фитнес-клубы XFIT,60.0,500.0,,,,Нет опыта,ТК,64/27,,"бонус, бонусы, подарки, скидки, обучение","Проведение индивидуальных тренировок в тренажёрном зале согласно целям клиента; Проведение стартовых тренировок для новых клиентов: ознакомление с оборудованием, техникой безопасности, базовыми упражнениями. Проведение функционального/физического тестирования (анализ осанки, уровень подготовки, тесты выносливости/силы). Подготовка зала к работе: проверка инвентаря, чистота, корректная расстановка, сообщение о неисправностях. Соблюдение и контроль техники безопасности и правил клуба. Поддержание профессионального уровня: посещение внутренних обучений, аттестаций, семинаров.",https://hh.ru/vacancy/125228371
Тренер,Студия контактной растяжки Эостри,1.0,1.0,,,,От 1 года до 3 лет,ТК,64/27,,,"Чем предстоит заниматься: · Проведение групповых и индивидуальных занятий по функциональному и интервальному тренингу, а так же растяжка в контакт. · Ключевая задача — проведение занятий по контактной растяжке и функционалке в мини-группах до 6 человек, где вы все время находитесь в зале и в присутствии. · Создавать на занятиях доверительную и поддерживающую атмосферу. · Следить за самочувствием клиентов и индивидуально подбирать нагрузку.",https://hh.ru/vacancy/125121631
Технолог парикмахерского искусства/Тренер-парикмахер,Точка,,150.0,,,,От 3 до 6 лет,ТК,5/2,,"бонус, бонусы, скидки, обучение","Проведение обучающих мастер-классов и тренингов для мастеров сети (стрижки, окрашивание, уходовые процедуры). Внедрение новых техник и продуктов в работу...",https://hh.ru/vacancy/124431026
Инструктор ЛФК / специалист по кинезиотерапии,ЦВТиО Ариадна,,130.0,,,,Нет опыта,ТК,2/2,,обучение,Проведение ИНДИВИДУАЛЬНЫХ занятий по кинезиотерапии и ЛФК с приемами постизометрической релаксации БЕЗ использования тренажеров.,https://hh.ru/vacancy/125105863
Тренер танцевальных направлений,Studio fusion,,,,,,От 1 года до 3 лет,ТК,64/27,,,Проведение персональных и групповых тренировок по направлениям: - jazz funk/lady’s dance - high heels,https://hh.ru/vacancy/125323697
Тренер-методолог (офис),Международный Центр Здоровья.,140.0,,,,,От 3 до 6 лет,ТК,5/2,,"форма, бонус, бонусы, скидки, обучение","Обучение и подготовка других <highlighttext>тренеров</highlighttext> и наставников компании, передача им методик и стандартов. Коучинг и сопровождение сотрудников для закрепления материала...",https://hh.ru/vacancy/125418646
"Фитнес-тренер в сеть студий персональных тренировок (Арбат, Римская)",Культура,100.0,200.0,13200.0,1100.0,12.0,От 1 года до 3 лет,ТК,64/27,2 раза в месяц,форма,Проведение тренировок; - Участие в съемках контента для соц сетей; - Поддержание порядка в студии; - Посещение собраний и обучений; - Соблюдение правил и регламентов студии:,https://hh.ru/vacancy/125395925
Тренер пилатеса на большом оборудовании,Pilates in the City,150.0,270.0,,,,От 1 года до 3 лет,ТК,3/3,,,Проведение персональных тренировок на оборудовании для пилатеса с клиентами студии. Проведение тренеровок в мини группах пилатес на реформере,https://hh.ru/vacancy/125160846
Старший тренер по футболу,Спартак Юниор (ИП Чуркина Кадрия Каримовна),95.0,120.0,,,'6-16,От 3 до 6 лет,ТК,"6/16, 30/19, 30/20",,,"Составление план-конспектов ТЗ; - Проведение учебно-тренировочной и воспитательной работы с воспитанниками школы (6-16 лет); - Подготовка воспитанников к спортивным соревнованиям; - Активное участие в городских, всероссийских, международных соревнованиях; - Разработка индивидуальных планов подготовки воспитанников (команды); - Проведение внутреннего отбора среди футболистов в сборные команды и подготовка воспитанников к поступлению в академию ФК &quot;Спартак&quot; Москва; - Ведение систематического учета, анализа, обобщение результатов своей работы и учет спортивных результатов воспитанников; - Анализ результатов выступления спортсменов, спортивной команды на соревнованиях, внесение коррективов в их дальнейшую подготовку; - Сопровождение воспитанников на выездных тренировках, играх, сборах; - Активное взаимодействие с родителями воспитанников; - Проведение индивидуальных тренировок и в малых группах; - Выполнение операционной деятельности.",https://hh.ru/vacancy/125158252
Тренер по растяжке/пилатесу/гамакам,АВА эстетик,80.0,180.0,,,,От 1 года до 3 лет,ТК,64/27,,,"Мы ищем в нашу уютную и дружную команду тренера по направлениям: -Общая растяжка -Растяжка шпагат -Здоровая спина/активный позвоночник -ABL -TRX -Растяжка в гамаках -Йога -Пилатес -Растяжка/пилатес для беременных -Медитации Что ты будешь делать: * Проводить групповые вау-занятия (до 7 человек) и персональные тренировки в комфортном и современном зале; * Отвечать на 5 вопросов в секунду от вдохновленных клиентов, желающих узнать всё и сразу; * Обеспечивать безопасное пребывание клиентов в зале, уделять много внимания их особенностям; * Создавать позитивную и комфортную атмосферу на занятиях; * Работать в удовольствие, наслаждаться своим трудом и обучаться новому; * Участвовать во внутриклубных мероприятиях (обучения, конференции, корпоративы).",https://hh.ru/vacancy/125128320
