Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Продакт менеджер / Экперт в ИИ (Gen AI),Масштабный,30.0,100.0,,,,Нет опыта,ТК,5/2,,форма,"Ежедневно создавать полезный экспертный контент (обзоры ИИ, практические кейсы по решению конкретных задач в разных сферах); Искать, анализировать и изучать тонны информации; Искать исполнителей и партнеров; Конкурентный анализ, анализ рынка; Поиск и найм команды; Контроль исполнения; И много других важных разноплановых задач .",https://hh.ru/vacancy/125473420
Менеджер по продукту/ Продакт,Качалова Инга Андреевна,100.0,,,,'5-7,От 1 года до 3 лет,ГПХ,5/7,,форма,"Выводить 5–7 сильных продуктов за сезон, которые реально будут продаваться. Работать вглубь ассортимента: усиливать те позиции, что уже дают результат. Поддерживать работу с текущими поставщиками (второй слой). Подбирать простые и удобные модели в сегменте масс-маркета, без «творческих экспериментов». Считать экономику продукта: себестоимость, маржинальность, рентабельность. Взаимодействовать с российскими производствами: ткани, переговоры, контроль качества и сроков. Анализировать рынок, отзывы и продажи, принимать решения на основе цифр. Мы ждём от тебя: Опыт успешного вывода женской одежды на маркетплейсы. Опыт работы в сегменте масс-маркета и понимание специфики недорогой одежды. Знание Wildberries и того, какие модели реально «выстреливают». Навык видеть сильные артикулы и масштабировать их. Умение мыслить цифрами: себестоимость, маржинальность, план продаж. Опыт взаимодействия с производствами и подрядчиками. Обязательное наличие кейсов , где из простого продукта удалось сделать высокодоходный артикул (готовность презентовать). Системность, вовлечённость и ориентация на результат. Условия работы: Формат: удалённый, с выездами в Москву/МО (производства, рынок тканей). Доход: фикс от 100 000 ₽ + KPI (по продажам и результатам). Возможна частичная занятость: поддержка текущих поставщиков + вывод 5–7 новинок за сезон. Честная и своевременная оплата. Возможность реально влиять на ассортимент, продукт и стратегию бренда. Команда, где ценят аналитику и результат, а не красивые слова. Нам не нужен визионер или дизайнер. Нам нужен аналитик, который умеет из простого продукта делать «конфетку» и продавать её с высокой рентабельностью. Если это про тебя — присылай резюме и кейсы.",https://hh.ru/vacancy/125489816
Продакт-менеджер / Руководитель группы (компьютерные комплектующие),"Эксперт, Кадровый Центр",400.0,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, бонус","Увеличение доли внешних закупок по направлению, за счет увеличения количества внешних поставщиков, а также получения более интересных ценовых предложений; - Увеличение оборота по товарной группе и прибыли по направлению.",https://hh.ru/vacancy/125289620
Продакт-менеджер (менеджер по продукту),СИЭСДИ,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, обучение","1. Исполнение плана продаж компании по продуктовому направлению в целом по вендорам по отдельным продуктам 2. Планирование продуктовой стратегии. Ценообразование Анализ рынка по своему направлению (внутренний анализ, макросреда, конкуренты, канал дистрибуции) Разработка решений и позиционирование на рынке Планирование мероприятий по стимулированию продаж и сбыту продукции - прямые и партнерские продажи (совместно с отделом маркетинга) Анализ продаж и эффективности мероприятий по стимулированию Мониторинг рынка, выявление новых тенденций, рынков, отраслей, задач и т.д. в целях развития направления 3Д компании. Актуализация и развитие продуктового портфеля на основе анализа. Представление новых решений, защита и ведение проектов (совместно с менеджером по развитию бизнеса - BDM) 3. Взаимодействие с вендорами Исполнение плана продаж перед вендором Обеспечение развития продаж, увеличения доли компании на рынке Инициирование совместных проектов с вендором по разработке и продвижению решений на рынке Анализ работы по направлению – отчетность, планирование Контроль исполнения договорных обязательств, документооборот (соглашения о сотрудничестве, статус, сертификаты на продукцию, отчетность – совместно с ассистентом отдела?) 4. Участие в продажах, экспертная поддержка отдела продаж Подбор конфигурации под сделку Защита сделок у вендора, контроль статусов по сделкам Своевременные расчеты с вендорами по сделкам Анализ пайплайна, продаж подотчетной продуктовой группы Планирование сбыта складской продукции Участие в pre-sale, демонстрациях решений клиентам 5. Реализация коммуникационной стратегии по продуктам для обеспечения плана продаж (совместно с BDM и отделом маркетинга) Разработка плана продвижения решений на основе списка ключевых продуктов и отраслей Разработка мотивационных и обучающих программ для дилеров с целью выполнения плана продаж Участие в онлайн- и оффлайн-мероприятиях компании, продвигающих подотчетную продуктовую группу Обучение и мотивация сотрудников компании с целью выполнения плана продаж Информационная поддержка отдела маркетинга по своему направлению Требования : Высшее образование Бизнес-ориентированность Умение работать с аналитическими данными и инструментами управления продуктами Отличные коммуникативные навыки и умение работать в команде Хороший уровень знаний английского языка для ведения переговоров с вендорами. Условия официальное оформление по ТК РФ с 1 дня работы, ДМС, компенсация по командировочным расходам; комфортный офис; место работы м.Минская, гибкое начало рабочего дня, гибридный график посещения.",https://hh.ru/vacancy/121692131
"Продакт-менеджер, Бренд менеджер электронных компонентов",Веб Сейл Электроникс,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение","Реализовывать новые и вести текущие проекты по оснащению Заказчиков ЭКБ (разъёмы, кабельные сборки, соединительные решения, СВЧ- усилители, реле, аттенюаторы, фильтры . сервоприводы и микромоторы). Взаимодействие с Заказчиком: анализ задач и выявление реальных потребностей. Разработка вариантов технических решений, взаимодействие с Производителями. Ведение полного цикла проекта от и до: подготовка технической документации, подбор оборудования, переговоры с Заказчиком, контроль внутренних и внешних сроков и т.д. Выстраивать и поддерживать долгосрочные партнерские отношения с Заказчиками (НИИ, Вузы, промышленные предприятия). Проведение обучающих семинаров/брифингов с менеджерами по продажам компании по ключевому продукту. Сегментация заказчиков с точки зрения определения целевого рынка для внедрения ключевого продукта и доведение этой информации менеджерам.",https://hh.ru/vacancy/124587487
Продакт-менеджер,ПКРФ,150.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Анализ текущего функционала платформы и клиентского опыта (маркетплейс, бизнес-страницы, партнёрка, кредитный модуль и др.) Формирование продуктовой стратегии на основе потребностей клиентов и задач бизнеса Проектирование новых модулей, интерфейсов и цифровых сценариев (загрузка товаров, витрины, реферальная система, CRM-элементы и т.д.) Написание ТЗ, взаимодействие с разработкой, контроль сроков и качества исполнения Развитие UX/UI, юнит-экономики, конверсий Тестирование, запуск, сбор обратной связи Сотрудничество с маркетингом, продажами, поддержкой",https://hh.ru/vacancy/124560876
Продакт-менеджер (ТВ),ПЛТ Ес Холдинг и Компания,200.0,,,,,От 3 до 6 лет,ТК,5/2,,"бонус, бонусы, подарки","Управлять ассортиментом телевизоров в портфеле компании (отбор моделей, обновление линейки, оптимизация SKU). Взаимодействовать с производителями и поставщиками: согласование условий, цен...",https://hh.ru/vacancy/125336273
Младший продакт-менеджер (вентиляция),SEVERCON consortium,,,,,,Нет опыта,ТК,5/2,Еженедельно,"ДМС, форма, бонус, скидки","Создание инструментов продаж: каталоги, прайсы, презентации, программы подбора (совместно в <highlighttext>продакт</highlighttext>-инженером и отделом маркетинга). Подготовка материалов и презентаций для...",https://hh.ru/vacancy/124585244
Продакт-менеджер для центра дополнительного образования Skolca.SMART,ОАНО Сколка,,,,,,От 1 года до 3 лет,ГПХ,5/2,,"медицинская страховка, питание","планирование и координация этапов создания курсов и иных образовательных продуктов центра СМАРТ: исследование, дизайн, разработка контента образовательных продуктов и цифровых инструментов для продажи, тестирование и запуск; создание «дорожных карт» создания и развития образовательных продуктов, контроль движения рабочей группы по плану «дорожной карты»; организация работы с командой маркетинга, методистами, дизайнерами и разработчиками для обеспечения качества образовательных продуктов и цифровых решений; анализ результатов учеников по итогам курсов: организация сбора обратной связи от учеников, родителей, преподавателей и смежных отделов; анализ данных, выработка предложений по оптимизации процессов для улучшения качества образовательных продуктов; координация бюджетов, сроков и ресурсов, а также контроль соблюдения КПЭ по продажам, вовлечённости и удовлетворённости клиентов; исследование конкурентов и образовательных трендов для внедрения инноваций и повышения конкурентоспособности образовательных продуктов; создание технических заданий на сопровождающие работу образовательных продуктов цифровые сервисы, контроль за работой подрядчиков, тестирование; поддержка пользователей – создание инструкций и консультирование по запросу; разработка цифровых сервисов и образовательных продуктов с фокусом на высокий уровень удобства в пользовательском опыте на всех этапах взаимодействия; участие в организации мероприятий центра СМАРТ.",https://hh.ru/vacancy/125430003
Старший продакт - менеджер,Unipharm LLC,,,,,,Более 6 лет,ТК,2/3,,ДМС,"Разработка и осуществление стратегии и тактики продвижения препаратов Бюджетирование продвижения препаратов Анализ рынка, конкурентной среды, маркетинговых исследований, потребностей потребителей Работа с лидерами мнения; организация симпозиумов, конгрессов, выставок, семинаров‚ организация постмаркетинговых исследований Подготовка и проведение рекламных кампаний и разработка рекламных материалов",https://hh.ru/vacancy/124428976
IT продакт-менеджер (product manager),Система Безопасных Коммуникаций,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, скидки","Формирование видения стратегии продуктового развития, включая дорожную карту по конкретному продуктовому сегменту. Выявление и оценка новых, неосвоенных рыночных ниш и возможностей для роста текущего продукта, а также оценка других территориальных рынков с целью расширения присутствия компании. Выступать в роли «голоса клиента» для команды разработки, обеспечивая создание продукта, который решает реальные пользовательские задачи. Предлагать конкретные идеи и изменения. Быть «коммуникационным мостом» между разработкой и отделом продаж и клиентами. Проведение потребительских исследований совместно с маркетинговым аналитиком (CJM, CusDev), АB,C анализ клиентов, разбивка на группы. Оценка рыночного потенциала новых функций и модулей, участие в формировании продуктового бэклога совместно с разработкой. Анализ жизненного цикла продукта. Подготовка общего плана вывода продукта на рынок, включая активности со стороны всех подразделений (разработка, продажи, маркетинг, пресейлз и других). Участвовать и выступать в конференциях, вебинарах, продвигая продукт компании. Что мы ожидаем от Вас: Глубокое понимание и практический опыт работы с проектами. Опыт проведения глубинных интервью с пользователями и клиентами, умение формулировать и проверять гипотезы. Знание и умение применять на практике фреймворки для приоритизации и анализа (Jobs-to-be-Done, CJM). Go-to-Market (GTM): Понимание и опыт планирования стратегии вывода продукта на рынок. Аналитические инструменты: Системы веб-аналитики (Яндекс.Метрика, Google Analytics): Понимание основных метрик, умение строить воронки и анализировать поведение пользователей. Excel / Google Sheets: Уверенное владение на уровне сводных таблиц, построения диаграмм и базового моделирования. Использование систем планирования трекинга задач (Jira, Redmine, Youtrack, Я.Трекер и так далее), диаграммами сгорания и Ганта, &quot;проведение оценок по RICE framework&quot;. Опыт взаимодействия с командами разработки ПО. Желательное владение: Системы визуализации данных (Power BI, Tableau, DataLens).​​​​​​​",https://hh.ru/vacancy/125283746
Product manager (продакт-менеджер),ГЕДЕОН РИХТЕР ФАРМА,,,,,,От 3 до 6 лет,ТК,5/2,Еженедельно,"ДМС, страхование, бонус, обучение","Разработка, планирование, контроль выполнения плана продаж. Разработка и внедрение стратегии продвижения для нескольких препаратов в направлении ""ЖЕНСКОЕ ЗДОРОВЬЕ"". ",https://hh.ru/vacancy/125302698
Product Manager/Продакт-менеджер (Астрал Платформа),Астрал-Софт,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, скидки, обучение","Быстро войти в курс дела и стать экспертом в продуктах; Нести ответственность за P&amp;L продуктов, за продукт и бизнес-модель; Формировать и управлять product-market fit и business-model fit, стратегией конкуренции, адаптацией к регуляторным изменениям; формировать и согласовывать OKR, финансовую модель продуктового направления и флагманского продукта направления; Нести ответственность за исполнение OKR-цикла продуктового направления, в т.ч. за исполнение финансовых KR и показателей фин. модели; актуализировать и исполнять стратегию конкуренции и позиционирование продуктов; Поиск и тестирование новых бизнес-моделей и каналов дистрибуции, работа с экосистемными партнёрами (совместно с PMM и СMO); Совместно с Discovery Team проводить анализ конкурентов, рыночных трендов, следить за изменением законодательства. Управлять зависимостями продукта на верхнем уровне (внутри продукта и с другими продуктовыми командами Компании) Быть активно вовлеченным в продуктовые события дискавери трэка (модель double-diamond) и канбан-каденции флагманского продукта в деливери трэке продукта (Kanban)",https://hh.ru/vacancy/125391841
Категорийный менеджер/продакт-менеджер на маркетплейсы,Регент Рус,150.0,,,,'2-3,От 1 года до 3 лет,ТК,"2/3, 5/2",,форма,"Анализировать рынок, тренды, ассортимент, цены, конкурентов в категории Товаров для Дома (посуда и кухонные принадлежности). - Поиск прибыльных ниш, подбор и...",https://hh.ru/vacancy/125432321
Младший продакт-менеджер (Junior Product manager) офис,МИР ИНСТРУМЕНТА,,160.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"ДМС, форма, скидки","Работа с физическим продуктом (ручной инструмент). Общение с поставщиками на английском и/или китайском языке (обсуждение вопросов качества, цены, условий...",https://hh.ru/vacancy/122776975
"Продакт-менеджер / Product manager (мерч, сувенирная продукция бренда)",Софис,,250.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, скидки, обучение","Разработка упаковки для старта продаж и выхода новинок (пакеты, коробки, ленты, косметички, сувенирная продукция для наборов косметики) ; Разработка и снабжение сувенирной продукцией на выставках и внешних мероприятиях компании (РФ и международные выставки); Взаимодействие с производителями/поставщиками, в том числе и с иностранными (обсуждение условий сотрудничества, получение оптимальных условий работы, заключение контрактов, планирование и размещение заказов, организация поставки образцов, ведение документации по проекту); Контроль закупки сырья и комплектующих материалов, сопутствующих товаров для производства сувенирной продукции; Курирование производства; Работа с браком и недостачей. Выставление претензий. Контроль отгрузки и доставки товара; Контроль складских запасов; Планирование бюджета; Мониторинг тенденций рынка и потребностей потребителя. Наши ожидания: Высшее образование в области маркетинг\бренд-менеджмент; Имеешь успешные кейсы в разработке мерча\сувенирной продукции для компании с 0; Владеешь навыком переговоров; Ты - командный игрок и умеешь привести команду к результату; Английский язык будет преимуществом; Готов к командировкам и активному рабочему ритму.",https://hh.ru/vacancy/123528213
Product-менеджер/Продакт-менеджер (fashion/бренд одежды),KORSHUNOVA.PRO,200.0,,,,'3-6,От 3 до 6 лет,ТК,3/6,,,"Проводить глубокий анализ: рынка, конкурентов, трендов и остатков. Планировать производственный цикл на 3-6 месяцев вперед, предугадывая спрос. Ставить задачи дизайнерам и проджект-менеджерам, контролировать полный цикл создания вещей — от эскиза до производства. Оптимизировать маржинальность коллекций Управлять 3-мя и более коллекциями одновременно Выезжать на производство для согласования образцов Что предлагаем: Зарплата от 220 000 до 250 000 рублей (оклад + KPI). Офис в 10 минутах от м. Беговая / Динамо.",https://hh.ru/vacancy/124771103
Помощник продакт менеджера,ПроКардио,80.0,100.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,подарки,"Проверка соответствия технического описания в аукционной документации; - Помощь в заполнении точных характеристик в техническом описании; - Подготовка необходимой документации (технические характеристики) в рамках госзакупок; - Помощь отделу продаж с идентификацией номенклатуры в потребности клиента; - Помощь в проверке актуальности продукции в портфеле, работа с сайтом компании;",https://hh.ru/vacancy/125534550
Младший продакт-менеджер (детские товары),Рокет Кидс,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, транспорт","Размещение заказов на производственные площадки (Китай). Отслеживание сроков получения образцов. Утверждение технического образца совместно с командой. Ведение и актуализация заказов в базе данных (создание заказа, заполнение ассортиментного перечня, проверка цен). Участие в разработке новых моделей. Подготовка тех. задания на изготовление технического образца. Контроль оплаты товара, контроль сроков выполнения заказа. Взаимодействие с фабриками по вопросу технического обеспечения заказа (подготовка и проверка актуальных макетов упаковки, внесение правок и др.) Контроль качества при приемке поставок (соответствие товара и упаковки техническому образцу) Работа с браком – сбор и актуализация данных для передачи в претензионный отдел. Запрос образцов для сертификации продукции. Заполнение технической документации образцов для сертификации. Ведение и поддержание актуальной информации по сертификатам на продукцию компании.",https://hh.ru/vacancy/125383750
Младший продакт-менеджер (гинекология),Авексима,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, подарки, скидки, обучение, кофе, чай","Участовать в разработке, планировании, контроле выполнения планов продаж. Внедрять стратегию продвижения для нескольких лончевых препаратов в направлении. Проводить анализ рынка. ",https://hh.ru/vacancy/125241308
"Руководитель направления/ Продакт (лазеры: флебология, сосудистая хирургия, лор)",ЮМЕТЕКС,200.0,,,,1.0,От 1 года до 3 лет,ТК,5/2,,"ДМС, бонус, обучение","Выступать в роли эксперта по продукту (лазеры и расходка в направлениях: флебология, сосудистая хирургия, лор, прокто ). Обучение продукции менеджеров. Анализ аукционной документации (описание объекта закупки), подбор аналогов из ассортимента для участия в торгах. Составление матрицы конкурентных продуктов, поиск зон развития продукта компании. Подготовка и/или актуализация внутренних обучающих и/или маркетинговых материалов. Двойные визиты в ЛПУ с менеджерами по продажам (командировки по всем регионам РФ) . Коммуникации с OL. Участие в специализированных выставках, работа на стенде компании в ходе профильных конференций – консультирование врачей по продукции компании. Требования к кандидату: Релевантный опыт работы по продвижению продукта (госпитальный канал) . Знание законодательной базы в сфере государственных закупок (44-ФЗ, 223-ФЗ). Опыт обучения торговых команд по продукту и его продвижению. Умение проводить презентации и готовить обучающие материалы. Опыт ведения переговоров, выстраивание коммуникаций с KOL, ЛПР в гос. учреждениях. Постоянное повышение квалификации, высокая обучаемость, понимание технической документации. Готовность к командировкам. Для комфортной работы мы готовы предложить: Конкурентный уровень финансовой мотивации (фиксированный оклад + бонус 10 окладов) ; Ежегодная индексация ; Оформление в штат Компании с 1-го рабочего дня ( белая зп , соблюдение ТК РФ); Корпоративная оплата такси, оплата командировочных расходов; Эксклюзивный продукт российского производства; Оперативное решение текущих вопросов, поддержка руководства для максимальной результативности (рекламация, маркетинговая поддержка, мотивация ЛПР и прочее, организация мероприятий); ДМС (с госпитализацией по РФ); Отличные условия работы (5/2, рабочий день с 9.00 до 18.00, сокращенная на 1 час пятница). UMETEX – это настоящий живой организм, каждая клетка которого надежно защищена и является частью большой, сложной и непрерывно эволюционирующей системы Заинтригованы? Нам тоже не терпится познакомиться, очень ждём вашего отклика!",https://hh.ru/vacancy/122925726
Продакт-менеджер по мультимедийному оборудованию,Сервис Плюс,,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"форма, подарки","Управление полным циклом R&amp;D проектов, включая планирование, распределение ресурсов, контроль качества и соблюдение сроков. Установление и поддержание отношений с иностранными вендорами, проведение переговоров для обеспечения выгодных условий сотрудничества (очные). Обеспечение успешного запуска новых продуктов в производство на аутсорсинге, включая подготовку технической документации, решение возникающих проблем и контроль качества. Участие в сложных пресейлах, демонстрация технических преимуществ и возможностей новых продуктов потенциальным клиентам. Обеспечение технической поддержки и экспертизы для решения сложных задач, возникающих в смежных подразделениях, способствуя бесперебойной работе Анализ рынка и ценообразования продукции конкурентов для определения оптимальной стратегии развития продукта; Разработка концепций и создание маркетинговых материалов (брошюры, презентации, веб-контент) для продвижения новых продуктов. Выявление и оценка новых технологических трендов и определение их потенциала для создания новых продуктов и услуг. Разработка конструктивных решений и создание прототипов новых продуктов, включая физическую доработку и оптимизацию. Посещение объектов заказчика в странах СНГ (25% рабочего времени) для внедрения новых продуктов, решения технических вопросов и проведения обучения. Для нас важно: Высшее техническое образование (желательно электроника, радиотехника, информационные технологии) Опыт создания продукта с &quot;0&quot; или улучшения уже существующего, чтобы удовлетворить потребности пользователей и достичь целей бизнеса. Ответственность за стратегию продукта. Опыт работы с продуктами и знание технических характеристик: мультимедийным оборудованием (желательно телевизоры, LCD-панели) или по другой электронике (компьютеры, средства измерения, станки) Знание рынке розничной торговли мультимедийного оборудования, позволяющий учитывать потребительские предпочтения при разработке и продвижении продуктов Опыт проведения очных переговоров на английском языке (у нас это китайцы) Чтение и понимание технической документации на английском которая поставляется вместе с продукцией из Китая Знание рынке розничной торговли мультимедийного оборудования, позволяющий учитывать потребительские предпочтения при разработке и продвижении продуктов Опыт эффективного взаимодействия с менеджерами коммерческого подразделения для обеспечения соответствия технических решений требованиям рынка и потребностям клиентов Готовность к командировкам в страны СНГ для проведения технических консультаций, внедрения новых продуктов и решения проблем у заказчиков (не более 25% рабочего времени)",https://hh.ru/vacancy/124502121
Продакт-менеджер,ПК Техпромсинтез,,,,,,От 3 до 6 лет,ТК,5/2,,форма,"Мониторинг и анализ рынка, конкурентной среды по продуктовому направлению и смежным областям. Подготовка отчетных и аналитических презентаций. Разработка продуктовой стратегии направления: ассортиментная политика, формирование и оптимизация продуктового портфеля, позиционирование, сегментирование, ценовая политика, стратегия продвижения продукции на рынок. Участие в подготовке плана продаж, плана продвижения продукции компании. Формирование бюджета продуктового направления, в части разработки и продвижения продукции. Подготовка плана разработки и вывода на рынок новых продуктов. Формирование технических заданий на разработку новых продуктов. Взаимодействие со смежными подразделениями по разработке новых продуктов направления. Контроль выполнения планов продаж, планов по продвижению продукции, планов разработки новой продукции по направлению. Контроль достижения запланированных норм маржинальности и валовой прибыли. Анализ продаж в разрезе ассортимента и отраслей. Подготовка планов корректирующих мероприятий по: выполнению планов продаж, планов по продвижению продукции, планов разработки новой продукции, мероприятий по достижению запланированных норм маржинальности и валовой прибыли. Участие в разработке, оценка эффективности трейд-маркетинговых мероприятий. Участие подготовке рекламно-информационных материалов: каталогов, статей и пресс-релизов, в части подготовки информации. Разработка и поддержание в актуальном состоянии обучающих и других коммерческих материалов, обеспечивающих простой и эффективный процесс продвижения продукции. Подготовка и проведение обучений по продукции. Участие в выставках, конференциях, семинарах в том числе в качестве спикера.",https://hh.ru/vacancy/125309620
Начинающий продакт специалист (медицинское оборудование),Имед,,,,,,Нет опыта,ТК,5/2,,обучение,"анализ рынка конкурентного медицинского оборудования (предназначение, технические характеристики, отличительные особенности, цены); взаимодействие с крупнейшими производителями медицинского оборудования; подготовка необходимой документации (технические характеристики) в рамках госзакупок.",https://hh.ru/vacancy/118570216
